anyo;cod_proyecto;cod_gestor;cod_funcional;cod_economico;texto;importe;cod_gestor2;gestor;cod_funcion2;funcion;cod_proyecto2;proyecto;economico
2013;112003;11430;1200;931500;Retribuciones del personal fijo;81996;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal fijo
2013;112003;11430;1210;931500;Retribuciones del personal contratado para cubrir plazas reservadas;10;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir plazas reservadas
2013;112003;11430;1211;931500;Retribuciones del personal contratado para cubrir vacantes;10;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir vacantes
2013;112003;11430;2276;931500;Estudios y trabajos técnicos de asesoramiento;32844;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Estudios y trabajos técnicos
2013;112003;11430;2276;931502;Trabajos técnicos para el mantenimiento de la calificación crediticia;46001;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Estudios y trabajos técnicos
2013;112003;11430;3000;951100;Intereses deuda de Navarra;74481609;11;Dirección General del Presupuesto;95;Deuda pública;11;Política presupuestaria y financiera, control interno y patrimonio;Intereses de deuda de Navarra
2013;112003;11430;3010;951100;Gastos de emisión, modificación y cancelación de deuda pública y otros préstamos;250000;11;Dirección General del Presupuesto;95;Deuda pública;11;Política presupuestaria y financiera, control interno y patrimonio;Gastos de emisión, modificación y cancelación de deuda
2013;112003;11430;3030;951100;Retribuciones implícitas de la Deuda de Navarra;10;11;Dirección General del Presupuesto;95;Deuda pública;11;Política presupuestaria y financiera, control interno y patrimonio;Rendimientos implícitos
2013;112003;11430;3101;951100;Intereses de préstamos y otras operaciones;26036391;11;Dirección General del Presupuesto;95;Deuda pública;11;Política presupuestaria y financiera, control interno y patrimonio;Intereses de préstamos y anticipos recibidos del sector privado
2013;112003;11430;9020;951100;Amortización de deuda pública;90151820;11;Dirección General del Presupuesto;95;Deuda pública;11;Política presupuestaria y financiera, control interno y patrimonio;Amortización de la deuda pública
2013;112003;11430;9120;951100;Amortización de préstamos a largo plazo;102400000;11;Dirección General del Presupuesto;95;Deuda pública;11;Política presupuestaria y financiera, control interno y patrimonio;Amortización de préstamos y anticipos a largo plazo
2013;113000;11200;1200;923400;Retribuciones del personal fijo;50500;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal fijo
2013;113000;11200;1210;923400;Retribuciones del personal contratado para cubrir plazas reservadas;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir plazas reservadas
2013;113000;11200;1211;923400;Retribuciones del personal contratado para cubrir vacantes;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir vacantes
2013;113000;11200;2200;923400;Material de oficina;2500;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Material ordinario no inventariable
2013;113000;11200;2269;923400;Gastos diversos;1500;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otros gastos diversos
2013;113000;11200;2301;923400;Locomoción y gastos de viaje;3500;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Locomoción y gastos de viaje
2013;113000;11200;6050;923400;Mobiliario y equipo de oficina;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Mobiliario y equipo de oficina
2013;113000;11200;6060;923400;Equipos informáticos;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Equipos para proceso de información
2013;113001;11210;1200;931400;Retribuciones del personal fijo;529689;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal fijo
2013;113001;11210;1210;931400;Retribuciones del personal contratado para cubrir plazas reservadas;10;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir plazas reservadas
2013;113001;11210;1211;931400;Retribuciones del personal contratado para cubrir vacantes;60631;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir vacantes
2013;113002;11110;2273;931400;Mantenimiento del sistema contable;15000;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Servicios informáticos
2013;113002;11110;6090;931400;Inversiones en el sistema contable;310000;11;Dirección General del Presupuesto;93;Administración financiera y tributaria;11;Política presupuestaria y financiera, control interno y patrimonio;Otro inmovilizado inmaterial
2013;113003;11200;1200;493300;Retribuciones del personal fijo;342947;11;Dirección General del Presupuesto;49;Otras actuaciones de carácter económico;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal fijo
2013;113003;11200;1210;493300;Retribuciones del personal contratado para cubrir plazas reservadas;10;11;Dirección General del Presupuesto;49;Otras actuaciones de carácter económico;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir plazas reservadas
2013;113003;11200;1211;493300;Retribuciones del personal contratado para cubrir vacantes;80708;11;Dirección General del Presupuesto;49;Otras actuaciones de carácter económico;11;Política presupuestaria y financiera, control interno y patrimonio;Retribuciones del personal contratado para cubrir vacantes
2013;113003;11200;2061;493300;Licencias de programas de control;5500;11;Dirección General del Presupuesto;49;Otras actuaciones de carácter económico;11;Política presupuestaria y financiera, control interno y patrimonio;Arrendamientos de programas y licencias
2013;113003;11200;2276;493300;Trabajos realizados por empresas;217700;11;Dirección General del Presupuesto;49;Otras actuaciones de carácter económico;11;Política presupuestaria y financiera, control interno y patrimonio;Estudios y trabajos técnicos
2013;114000;11300;2202;923100;Suscripciones y publicaciones;1100;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Prensa, revistas, libros y otras publicaciones
2013;114000;11300;2240;923100;Primas de seguros de edificios y locales;228417;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Primas de seguros de edificios y locales
2013;114000;11300;2249;923100;Primas de seguros, otros riesgos;549600;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otros riesgos
2013;114000;11300;2262;923100;Gastos de publicidad;500;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Publicidad y propaganda
2013;114000;11300;2263;923100;Gastos jurídicos, contenciosos y notariales;5000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Gastos jurídicos, contenciosos
2013;114000;11300;2271;923800;Servicios de limpieza y aseo;215722;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Servicios de limpieza y aseo
2013;114000;11300;4400;923100;Gastos de funcionamiento de la Corporación Pública Empresarial;140000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Transferencias corrientes a empresas públicas del Gobierno de Navarra
2013;114000;11300;4809;923100;Ejecución de sentencias;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Transferencias corrientes a familias y otros particulares
2013;114000;11300;4809;923102;Indemnizaciones por responsabilidad patrimonial;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Transferencias corrientes a familias y otros particulares
2013;114000;11300;4819;923100;Mantenimiento de espacios públicos (Monasterios de Leyre e Iranzu);10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Transferencias corrientes a otras instituciones sin fines de lucro
2013;114000;11300;7400;923102;Transferencia a TRACASA compensación IVA;1850000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Transferencias de capital a empresas públicas del Gobierno de Navarra
2013;114001;11300;2200;923800;Material de oficina;13029;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Material ordinario no inventariable
2013;114001;11300;2280;923800;Energía eléctrica y agua;145000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Energía eléctrica, agua y gas
2013;114001;11300;2281;923800;Combustibles y calefacción;125317;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Combustibles, lubricantes y calefacción
2013;114002;11300;2020;923100;Arrendamientos de bienes inmuebles;123740;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Arrendamientos de edificios y otras construcciones
2013;114002;11300;2250;923102;Tributos locales;3000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Tributos locales
2013;114002;11300;2264;923100;Gastos de comunidades;120000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Gastos de comunidades
2013;114002;11300;2269;923100;Gastos de funcionamiento garajes González Tablas;21000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otros gastos diversos
2013;114002;11300;3509;923100;Gastos de la cuenta del Fondo de Carbono;33400;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otros gastos financieros
2013;114002;11300;6002;923100;Terrenos y bienes naturales;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otros bienes naturales
2013;114002;11300;6020;923100;Edificios y obras de nueva instalación, remodelación y amueblamiento del patrimonio inmobiliario;401847;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Edificios
2013;114002;11300;6031;923100;Gestión de infraestructuras;5000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Instalaciones
2013;114002;11300;6090;923100;Rescate concesiones demaniales garajes González Tablas;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otro inmovilizado inmaterial
2013;114002;11300;8500;923100;Adquisición de acciones del sector público;20;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Adquisición de acciones y participaciones de sociedades públicas de la Comunidad Foral
2013;114002;11300;8600;923100;Adquisición de acciones y participaciones de fuera del sector público;20;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Adquisición de acciones y participaciones de fuera del sector público
2013;114002;11300;9120;923100;Amortización del préstamo para la adquisición de acciones de AUDENASA;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Amortización de préstamos y anticipos a largo plazo
2013;114003;11300;2266;923100;Reuniones, conferencias y cursillos;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Reuniones, conferencias y cursillos
2013;114003;11300;2269;923100;Otros gastos diversos;60000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otros gastos diversos
2013;114003;11300;2273;923100;Servicios informáticos;98000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Servicios informáticos
2013;114003;11300;2273;923102;Servicios SAP;75000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Servicios informáticos
2013;114003;11300;2273;923103;Servicios de asistencia segundo nivel;34631;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Servicios informáticos
2013;114003;11300;2301;923100;Locomoción y gastos de viaje;1000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Locomoción y gastos de viaje
2013;114003;11300;7819;923100;Transferencias de capital a otras instituciones sin fines de lucro;10;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Transferencias de capital a otras instituciones sin fines de lucro
2013;114004;11300;2339;923100;Compensación a los miembros de la Junta de Contratación;10000;11;Dirección General del Presupuesto;92;Servicios de carácter general;11;Política presupuestaria y financiera, control interno y patrimonio;Otras indemnizaciones
2013;120000;16000;1000;923400;Retribuciones de altos cargos;140472;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones de altos cargos
2013;120000;16000;1200;923400;Retribuciones del personal fijo;55231;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal fijo
2013;120000;16000;1210;923400;Retribuciones del personal contratado para cubrir plazas reservadas;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir plazas reservadas
2013;120000;16000;1211;923400;Retribuciones del personal contratado para cubrir vacantes;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir vacantes
2013;120000;16000;2200;923400;Material de oficina no inventariable;500;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Material ordinario no inventariable
2013;120000;16000;2202;931100;Prensa, revistas y otras publicaciones;1750;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Prensa, revistas, libros y otras publicaciones
2013;120000;16000;2266;923400;Reuniones, conferencias y cursos;15000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Reuniones, conferencias y cursillos
2013;120000;16000;2269;923400;Otros gastos diversos;12000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Otros gastos diversos
2013;120000;16000;2276;931100;Estudios y trabajos técnicos;27192;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Estudios y trabajos técnicos
2013;120000;16000;2301;923400;Locomoción y gastos de viaje;10100;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Locomoción y gastos de viaje
2013;120000;16000;6050;923400;Mobiliario y equipo de oficina;6200;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Mobiliario y equipo de oficina
2013;120000;16000;6060;923400;Equipos informáticos;10800;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Equipos para proceso de información
2013;120001;16000;2020;145100;Alquiler de locales;72065;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Arrendamientos de edificios y otras construcciones
2013;120001;16000;2269;145100;Gastos de funcionamiento de la Delegación del Gobierno de Navarra en Bruselas;21600;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Otros gastos diversos
2013;121000;16100;1200;921100;Retribuciones del personal fijo;122496;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal fijo
2013;121000;16100;1210;921100;Retribuciones del personal contratado para cubrir plazas reservadas;26903;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir plazas reservadas
2013;121000;16100;1211;921100;Retribuciones del personal contratado para cubrir vacantes;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir vacantes
2013;121000;16100;2200;931100;Material de oficina;2600;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Material ordinario no inventariable
2013;121000;16100;2202;931100;Prensa, revistas, libros y otras publicaciones;4500;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Prensa, revistas, libros y otras publicaciones
2013;121000;16100;2266;931100;Reuniones y conferencias;17200;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Reuniones, conferencias y cursillos
2013;121000;16100;2269;931100;Otros gastos diversos;2550;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Otros gastos diversos
2013;121000;16100;2276;931100;Estudios y trabajos técnicos;6000;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Estudios y trabajos técnicos
2013;121000;16100;2301;931100;Gastos de viaje y locomoción;1000;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Locomoción y gastos de viaje
2013;121000;16100;6050;931100;Mobiliario y equipo;1000;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Mobiliario y equipo de oficina
2013;121000;16100;6060;931100;Equipos para proceso de información;2000;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Equipos para proceso de información
2013;121001;16100;1200;921100;Retribuciones del personal fijo;81347;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal fijo
2013;121001;16100;1210;921100;Retribuciones del personal contratado para cubrir plazas reservadas;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir plazas reservadas
2013;121001;16100;1211;921100;Retribuciones del personal contratado para cubrir vacantes;26903;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir vacantes
2013;121001;16100;2276;931100;Estudios y trabajos técnicos;12800;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Estudios y trabajos técnicos
2013;121001;16100;4309;931100;Fundación MODERNA, transferencias corrientes para la gestión del Plan Moderna;548255;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Transferencias corrientes a otras fundaciones
2013;121001;16100;7309;931103;Fundación MODERNA, transferencias de capital para la gestión del Plan Moderna;10;16;D.G. Política Económica e Internacional;93;Administración financiera y tributaria;12;Política económica e internacional;Transferencias de capital a otras fundaciones
2013;122000;16200;1200;923300;Retribuciones del personal fijo;511576;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal fijo
2013;122000;16200;1210;923300;Retribuciones del personal contratado para cubrir plazas reservadas;14638;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir plazas reservadas
2013;122000;16200;1211;923300;Retribuciones del personal contratado para cubrir vacantes;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Retribuciones del personal contratado para cubrir vacantes
2013;122000;16200;2061;923300;Alquiler de programas;15000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Arrendamientos de programas y licencias
2013;122000;16200;2120;923300;Conservación de locales y patrimonio;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Edificios y otras construcciones
2013;122000;16200;2150;923300;Reparación y conservación de mobiliario diverso;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Mobiliario y enseres
2013;122000;16200;2200;923300;Material de oficina y papel de fotocopiadora;4000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Material ordinario no inventariable
2013;122000;16200;2200;923302;Material informático;2000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Material ordinario no inventariable
2013;122000;16200;2202;923300;Suscripciones y compra de libros;1600;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Prensa, revistas, libros y otras publicaciones
2013;122000;16200;2230;923300;Portes;4000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Gastos de transportes
2013;122000;16200;2266;923300;Reuniones, conferencias, cursillos y jornadas;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Reuniones, conferencias y cursillos
2013;122000;16200;2269;923300;Otros gastos diversos;1000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Otros gastos diversos
2013;122000;16200;2271;923300;Servicio de limpieza;14000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Servicios de limpieza y aseo
2013;122000;16200;2276;923300;Plan de organización del IEN;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Estudios y trabajos técnicos
2013;122000;16200;2279;923300;Otros trabajos realizados por terceros;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Otros trabajos realizados por terceros
2013;122000;16200;2280;923300;Energía eléctrica, luz y agua;3700;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Energía eléctrica, agua y gas
2013;122000;16200;2284;923300;Material de limpieza;600;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Material de limpieza y aseo
2013;122000;16200;2301;923300;Locomoción y gastos de viaje;3751;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Locomoción y gastos de viaje
2013;122000;16200;4455;923300;Operaciones derivadas de convenios;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Transferencias corrientes a la Universidad Pública de Navarra
2013;122000;16200;6031;923300;Instalaciones;700;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Instalaciones
2013;122000;16200;6059;923302;Otro mobiliario y equipo;1000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Otro mobiliario y equipo
2013;122000;16200;6060;923300;Plan de organización del IEN;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Equipos para proceso de información
2013;122000;16200;6060;923302;Compra de equipos informáticos;2000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Equipos para proceso de información
2013;122000;16210;2276;923302;Estadísticas económicas;130000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Estudios y trabajos técnicos
2013;122000;16210;2276;923304;Encuestas a hogares;62000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Estudios y trabajos técnicos
2013;122000;16210;2301;923300;Locomoción y gastos de viaje;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Locomoción y gastos de viaje
2013;122000;16220;2273;923302;Diseño e implantación de un sistema de información estadística;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Servicios informáticos
2013;122000;16220;2276;923300;Censos;48000;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Estudios y trabajos técnicos
2013;122000;16220;2301;923300;Locomoción y gastos de viaje;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Locomoción y gastos de viaje
2013;122000;16220;2400;923300;Publicaciones;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Gastos de edición de libros y publicaciones
2013;122000;16230;2276;923300;Directorios de unidades estadísticas;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Estudios y trabajos técnicos
2013;122000;16230;2301;923300;Locomoción y gastos de viaje;10;16;D.G. Política Económica e Internacional;92;Servicios de carácter general;12;Política económica e internacional;Locomoción y gastos de viaje
2013;124000;16300;1200;145100;Retribuciones del personal fijo;10;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Retribuciones del personal fijo
2013;124000;16300;1200;146100;Retribuciones del personal fijo;314544;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Retribuciones del personal fijo
2013;124000;16300;1210;145100;Retribuciones del personal contratado para cubrir plazas reservadas;10;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Retribuciones del personal contratado para cubrir plazas reservadas
2013;124000;16300;1210;146100;Retribuciones del personal contratado para cubrir plazas reservadas;26903;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Retribuciones del personal contratado para cubrir plazas reservadas
2013;124000;16300;1211;145100;Retribuciones del personal contratado para cubrir vacantes;10;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Retribuciones del personal contratado para cubrir vacantes
2013;124000;16300;1211;146100;Retribuciones del personal contratado para cubrir vacantes;22609;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Retribuciones del personal contratado para cubrir vacantes
2013;124000;16300;2150;146100;Conservación y reparación de mobiliario y equipos de oficina;500;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Mobiliario y enseres
2013;124000;16300;2200;146100;Material de oficina;3500;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Material ordinario no inventariable
2013;124000;16300;2202;146100;Prensa, revistas, libros y otras publicaciones;1000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Prensa, revistas, libros y otras publicaciones
2013;124000;16300;2220;146102;Comunicaciones telefónicas, postales, telegráficas, fax y telefax;1000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Servicios de telecomunicaciones
2013;124000;16300;2262;146100;Publicidad y difusión;10000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Publicidad y propaganda
2013;124000;16300;2264;146100;Gastos de comunidad de locales;18000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Gastos de comunidades
2013;124000;16300;2266;145100;Jornadas, conferencias y reuniones;15000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Reuniones, conferencias y cursillos
2013;124000;16300;2269;146102;Participación en proyectos suprarregionales;42948;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Otros gastos diversos
2013;124000;16300;2269;146103;Participación en ferias, encuentros y eventos promocionales;20000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Otros gastos diversos
2013;124000;16300;2271;146100;Limpieza de oficinas;12000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Servicios de limpieza y aseo
2013;124000;16300;2276;146100;Estudios y trabajos técnicos;5000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Estudios y trabajos técnicos
2013;124000;16300;2280;146100;Energía eléctrica, agua y gas;7000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Energía eléctrica, agua y gas
2013;124000;16300;2301;146100;Locomoción y gastos de viaje;30000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Locomoción y gastos de viaje
2013;124000;16300;2400;146100;Gastos de edición y publicaciones propias;15000;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Gastos de edición de libros y publicaciones
2013;124000;16300;4800;145100;Becas de formación. PO FSE 2007-2013 Navarra;36996;16;D.G. Política Económica e Internacional;14;Política exterior;12;Política económica e internacional;Transferencias corrientes a particulares estudiantes
